timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul,log_rsrp,log_ph
1768227016023859,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27398899,161108624,365099,9536699,0,0,0,0,153,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,251.28,10941.76,0.0,22,1086,299,8226,-44,0
1768227016033924,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399022,161108624,365104,9536699,0,0,0,0,157,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,251.28,10941.76,0.0,22,1086,299,8226,-44,0
1768227016044124,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399022,161108740,365104,9536704,0,0,0,0,162,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016053841,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399145,161108740,365109,9536704,0,0,0,0,168,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016063815,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399145,161108856,365109,9536709,0,0,0,0,173,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016073773,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399268,161108856,365114,9536709,0,0,0,0,178,5,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016083787,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399268,161108972,365114,9536714,0,0,0,0,183,10,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016093773,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399391,161108972,365119,9536714,0,0,0,0,188,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016103846,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399391,161109088,365119,9536719,0,0,0,0,193,16,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016113845,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399514,161109088,365124,9536719,0,0,0,0,199,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016123808,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399514,161109204,365124,9536724,0,0,0,0,204,5,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016133801,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399637,161109204,365129,9536724,0,0,0,0,209,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016143832,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399637,161109320,365129,9536729,0,0,0,0,215,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016153878,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399760,161109320,365134,9536729,0,0,0,0,220,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016163887,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399760,161109436,365134,9536734,0,0,0,0,226,5,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016173851,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27399883,161109436,365139,9536739,0,0,4294967180,0,231,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016183881,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400006,161109552,365144,9536739,0,0,0,0,237,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016193825,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400006,161109668,365144,9536744,0,0,0,0,242,15,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016203832,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400129,161109668,365149,9536744,0,0,0,0,248,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016214151,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400129,161109784,365149,9536749,0,0,0,0,253,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016224002,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400252,161109784,365154,9536749,0,0,0,0,259,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016234431,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400252,161109900,365154,9536754,0,0,0,0,264,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016243866,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400375,161109900,365159,9536754,0,0,0,0,269,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016253867,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400375,161110016,365159,9536759,0,0,0,0,275,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016263899,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400498,161110016,365164,9536759,0,0,0,0,280,5,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016273915,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400498,161110132,365164,9536764,0,0,0,0,285,13,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016283911,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400621,161110132,365169,9536769,0,0,4294967180,0,291,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016293836,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400621,161110248,365169,9536769,0,0,0,0,296,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016303838,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400744,161110364,365174,9536774,0,0,0,0,302,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016313865,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400867,161110364,365179,9536774,0,0,0,0,308,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016324046,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400867,161110480,365179,9536779,0,0,0,0,313,7,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016333902,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400990,161110480,365184,9536779,0,0,0,0,319,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016344039,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27400990,161110596,365184,9536784,0,0,0,0,324,7,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016353861,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401113,161110596,365189,9536784,0,0,0,0,329,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016363929,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401113,161110712,365189,9536789,0,0,0,0,335,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016374256,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401236,161110712,365194,9536789,0,0,0,0,340,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016383891,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401236,161110828,365194,9536794,0,0,0,0,345,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016393886,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401359,161110828,365199,9536799,0,0,4294967180,0,351,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016403938,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401359,161110944,365199,9536799,0,0,0,0,356,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016413877,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401482,161110944,365204,9536804,0,0,4294967180,0,361,15,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016423873,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401482,161111060,365204,9536804,0,0,0,0,366,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016433890,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401605,161111176,365209,9536809,0,0,0,0,371,19,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016443794,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401728,161111176,365214,9536809,0,0,0,0,377,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016453786,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401728,161111292,365214,9536814,0,0,0,0,382,12,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016463806,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401851,161111292,365219,9536814,0,0,0,0,388,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016473852,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401851,161111408,365219,9536819,0,0,0,0,393,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016483791,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401974,161111408,365224,9536819,0,0,0,0,398,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016493831,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27401974,161111524,365224,9536824,0,0,0,0,404,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016503976,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402097,161111524,365229,9536824,0,0,0,0,409,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016513982,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402097,161111640,365229,9536829,0,0,0,0,414,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016523871,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402220,161111640,365234,9536829,0,0,0,0,420,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016533864,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402220,161111756,365234,9536834,0,0,0,0,425,13,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016543802,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402343,161111756,365239,9536839,0,0,4294967180,0,431,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016553911,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402343,161111872,365239,9536839,0,0,0,0,436,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016563835,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402466,161111988,365244,9536844,0,0,0,0,441,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016573899,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402589,161111988,365249,9536844,0,0,0,0,447,5,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016583850,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402589,161112104,365249,9536849,0,0,0,0,452,13,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016593809,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402712,161112104,365254,9536849,0,0,0,0,458,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016603992,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402712,161112220,365254,9536854,0,0,0,0,463,12,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016614256,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402835,161112220,365259,9536854,0,0,0,0,469,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016623961,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402835,161112336,365259,9536859,0,0,0,0,474,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016633887,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402958,161112336,365264,9536859,0,0,0,0,479,12,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016643997,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27402958,161112452,365264,9536864,0,0,0,0,485,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016653848,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403081,161112452,365269,9536864,0,0,0,0,490,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016663828,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403081,161112568,365269,9536869,0,0,0,0,495,13,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016673824,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403204,161112568,365274,9536869,0,0,0,0,501,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016683827,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403204,161112684,365274,9536874,0,0,0,0,506,6,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016693980,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403327,161112800,365279,9536879,0,0,0,0,511,17,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016704075,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403450,161112800,365284,9536879,0,0,0,0,517,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016714099,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403450,161112916,365284,9536884,0,0,0,0,522,12,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016723840,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403573,161112916,365289,9536884,0,0,0,0,528,3,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016733871,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403573,161113032,365289,9536889,0,0,0,0,533,15,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,30,25,-44,0
1768227016743935,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403696,161113032,365294,9536889,0,0,0,0,539,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016754019,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403696,161113148,365294,9536894,0,0,0,0,544,7,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016763913,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403819,161113148,365299,9536894,0,0,0,0,549,13,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016773885,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403819,161113264,365299,9536899,0,0,0,0,555,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016783927,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403942,161113264,365304,9536899,0,0,0,0,560,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016793835,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27403942,161113380,365304,9536904,0,0,0,0,565,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016804001,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404065,161113380,365309,9536904,0,0,0,0,569,14,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016814401,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404065,161113496,365309,9536909,0,0,0,0,574,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016824276,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404188,161113496,365314,9536909,0,0,0,0,578,7,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016834129,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404188,161113612,365314,9536914,0,0,0,0,583,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,30,-44,0
1768227016844217,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404311,161113612,365319,9536914,0,0,0,0,588,0,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016853951,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404311,161113728,365319,9536919,0,0,0,0,592,10,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016863890,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404434,161113728,365324,9536919,0,0,0,0,597,2,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016873912,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404434,161113728,365324,9536924,0,0,4294967180,0,601,11,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016884024,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404434,161113844,365324,9536924,0,0,0,0,606,4,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016893872,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404557,161113844,365329,9536924,0,0,0,0,610,16,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016903910,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404557,161113960,365329,9536929,0,0,0,0,615,10,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016913935,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404680,161113960,365334,9536929,0,0,0,0,620,1,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016924097,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27404680,161114100,365334,9537156,0,0,17531,0,624,12,63601,3497577,203916,156982649,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016934049,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27406250,161144109,365407,9539208,0,0,21009,0,628,10,63601,3497577,203918,156982687,0,0,0,60107,3306732,104494,156176987,0.0,0.0,0.0,0,0,25,25,-44,0
1768227016944099,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27407747,161178396,365478,9541410,0,0,29285,0,631,13,63619,3498568,203960,157014686,58,0,0,60125,3307722,104515,156208550,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227016954066,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,123,0,27409265,161218605,365560,9543624,5,0,31991,0,635,5,63632,3499267,204002,157047159,0,0,0,60137,3308382,104538,156243119,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227016964093,20106,0,50.5,53.0,0.0,0.0,10,0,9,0,0,0,27411059,161252892,365638,9545190,0,0,0,0,638,17,63646,3500024,204055,157089068,58,0,0,60150,3309097,104564,156282197,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227016974129,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,27411059,161252940,365638,9545200,0,0,0,0,642,6,63661,3500839,204094,157119418,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227016984126,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,27411059,161252940,365638,9545200,0,0,0,0,645,13,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227016993999,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,27411192,161252940,365643,9545200,0,0,0,0,649,7,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227017004043,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,27411192,161253056,365643,9545205,0,0,0,0,653,7,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227017015797,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,27411315,161253056,365648,9545205,0,0,0,0,657,4,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227017024107,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,27411315,161253056,365648,9545205,0,0,0,0,660,14,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227017034019,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,27411315,161253172,365648,9545210,0,0,0,0,664,4,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,83.92,2604.8,0.0,7,252,98,2612,-44,0
1768227017044052,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27411438,161253172,365653,9545210,0,0,0,0,668,7,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,177.04,8336.96,0.0,15,834,236,5684,-44,0
1768227017054097,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27411438,161253288,365653,9545215,0,0,0,0,672,4,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,177.04,8336.96,0.0,15,834,236,5684,-44,0
1768227017064031,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27411438,161253288,365653,9545215,0,0,0,0,676,4,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,177.04,8336.96,0.0,15,834,236,5684,-44,0
1768227017073864,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27411561,161253288,365658,9545215,0,0,0,0,680,19,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,177.04,8336.96,0.0,15,834,236,5684,-44,0
1768227017083927,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,27411561,161253404,365658,9545220,0,0,0,0,685,14,63661,3500839,204095,157119421,0,0,0,60163,3309812,104585,156313064,177.04,8336.96,0.0,15,834,236,5684,-44,0
