timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul
1768227481735696,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56487314,334180357,789762,19773369,0,0,0,0,152,19,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0
1768227481745732,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56487437,334180405,789767,19773379,0,0,0,0,157,11,137275,7564389,422377,325038662,0,0,0,130005,7152388,216373,323354579,0.00,0.00,0.00,0,0,0,0
1768227481755909,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56487437,334180405,789767,19773379,0,0,0,0,162,2,137275,7564389,422378,325038665,0,0,0,130005,7152388,216373,323354579,0.00,0.00,0.00,0,0,0,0
1768227481765853,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56487806,334180507,789782,19773405,0,0,4294967272,0,166,11,137275,7564389,422378,325038665,0,0,0,130005,7152388,216373,323354579,0.00,0.00,0.00,0,0,0,0
1768227481775945,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56488364,334191895,789805,19774419,0,0,9806,0,170,3,137277,7564452,422382,325038738,0,0,0,130006,7152445,216374,323354634,0.00,0.00,0.00,0,0,0,0
1768227481785728,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,123,0,56490050,334223530,789884,19776421,5,0,22659,0,173,11,137284,7564858,422404,325052449,0,0,0,130015,7152940,216384,323368216,0.00,0.00,0.00,0,0,0,0
1768227481795701,20106,0,50.50,53.00,0.0000,0.0000,10,0,9,0,0,0,56492055,334255384,789971,19778517,0,0,29030,0,176,13,137302,7565902,422442,325081503,0,0,0,130031,7153820,216403,323396773,0.00,0.00,0.00,0,0,0,0
1768227481805690,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,0,2178,56493568,334292887,790041,19780401,0,0,4294966066,0,179,17,137322,7567007,422483,325113724,0,0,0,130052,7154975,216426,323431342,0.00,0.00,0.00,0,0,0,0
1768227481815697,20106,0,51.00,53.00,0.0000,0.0000,11,0,9,0,0,0,56494265,334298050,790074,19780411,0,0,4294967272,0,183,13,137337,7567822,422529,325150521,58,0,0,130065,7155690,216448,323464408,0.00,0.00,0.00,0,0,0,0
1768227481825811,20106,0,51.00,53.00,0.0000,0.0000,11,0,9,0,0,0,56494265,334298074,790074,19780411,0,0,0,0,188,8,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,0,0
1768227481835943,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,0,0,56494388,334298074,790079,19780416,0,0,4294967180,0,193,2,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481845711,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,0,0,56494388,334298190,790079,19780416,0,0,0,0,197,13,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481855675,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,0,0,56494388,334298190,790079,19780416,0,0,0,0,202,1,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481865682,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494511,334298306,790084,19780421,0,0,0,0,206,16,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481875750,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494511,334298306,790084,19780421,0,0,0,0,211,12,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481885703,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494634,334298422,790089,19780426,0,0,0,0,216,5,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481895752,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494634,334298422,790089,19780426,0,0,0,0,221,3,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481905660,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494757,334298538,790094,19780431,0,0,0,0,226,0,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481915671,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494757,334298538,790094,19780431,0,0,0,0,231,0,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481925672,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494880,334298654,790099,19780436,0,0,0,0,236,0,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,252580.96,10481604.32,0.00,22582,1040640,251628,7903663
1768227481935656,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56494880,334298654,790099,19780436,0,0,0,0,240,17,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481945741,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495003,334298770,790104,19780441,0,0,0,0,245,14,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481955691,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495003,334298770,790104,19780441,0,0,0,0,250,9,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481965845,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495126,334298886,790109,19780446,0,0,0,0,255,1,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481975640,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495126,334298886,790109,19780446,0,0,0,0,259,19,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481985700,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495249,334299002,790114,19780451,0,0,0,0,264,14,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227481996401,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495249,334299002,790114,19780451,0,0,0,0,269,11,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482005643,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495372,334299118,790119,19780456,0,0,0,0,274,5,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482015648,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495372,334299118,790119,19780456,0,0,0,0,279,4,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482025625,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495495,334299234,790124,19780461,0,0,0,0,284,5,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482035658,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495495,334299234,790124,19780461,0,0,0,0,289,4,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482045629,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495618,334299350,790129,19780466,0,0,0,0,294,2,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482055627,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495618,334299350,790129,19780466,0,0,0,0,299,1,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482065647,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495741,334299466,790134,19780471,0,0,0,0,304,4,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482075603,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495741,334299466,790134,19780471,0,0,0,0,309,5,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482085584,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495864,334299582,790139,19780476,0,0,0,0,314,10,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482095593,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495864,334299582,790139,19780476,0,0,0,0,319,15,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482105587,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495987,334299698,790144,19780481,0,0,0,0,325,0,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
1768227482115602,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,56495987,334299698,790144,19780481,0,0,0,0,330,7,137342,7568057,422536,325153619,0,0,0,130068,7155855,216451,323468917,0.00,0.00,0.00,0,0,25,25
