timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul
1768226756596021,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,550754,514972,22428,22996,0,0,0,0,153,7,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0
1768226756605816,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,550877,514972,22433,22996,0,0,0,0,159,6,43,1695,128,2523,0,0,0,19,1566,26,1971,0.00,0.00,0.00,0,0,0,0
1768226756615840,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,551000,515088,22438,23001,0,0,0,0,165,3,43,1695,128,2523,0,0,0,19,1566,26,1971,0.00,0.00,0.00,0,0,0,0
1768226756625819,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,551391,515337,22454,23061,0,0,4294967248,0,170,11,43,1695,128,2523,0,0,0,19,1566,26,1971,0.00,0.00,0.00,0,0,0,0
1768226756635926,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,551760,515535,22469,23121,0,0,4294967291,0,176,2,47,1873,134,2731,0,0,0,22,1732,27,2147,0.00,0.00,0.00,0,0,0,0
1768226756645857,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,551883,515778,22474,23141,0,0,0,0,181,13,49,1942,143,2954,0,0,0,23,1795,29,2265,0.00,0.00,0.00,0,0,0,0
1768226756655853,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,552006,515778,22479,23141,0,0,0,0,187,7,51,2003,146,2983,0,0,0,24,1850,30,2357,0.00,0.00,0.00,0,0,0,0
1768226756665836,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,552006,515894,22479,23151,0,0,4294967272,0,192,15,51,2003,146,2983,0,0,0,24,1850,30,2357,0.00,0.00,0.00,0,0,0,0
1768226756675832,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,0,0,552375,516068,22494,23700,0,0,12416,0,198,2,51,2003,146,2983,0,0,0,24,1850,30,2357,0.00,0.00,0.00,0,0,0,0
1768226756686083,20106,0,51.00,53.00,0.0000,0.0000,9,0,9,0,72,2433,554464,556338,22607,26048,8,0,32246,0,202,7,53,2066,155,3611,0,0,0,25,1907,33,3970,0.00,0.00,0.00,0,0,0,0
1768226756696023,20106,0,50.50,53.00,0.0000,0.0000,10,0,9,0,0,0,556496,601158,22721,28780,0,0,31463,0,206,12,76,3400,208,45324,0,0,0,48,3172,59,43048,276.64,3861.28,0.00,24,366,22612,26366
1768226756705801,20106,0,51.00,53.00,0.0000,0.0000,10,0,9,0,0,0,557942,633123,22795,30147,0,0,0,0,211,4,100,4737,265,88273,0,0,0,71,4437,89,88138,276.64,3861.28,0.00,24,366,22612,26366
1768226756715775,20106,0,51.00,53.00,0.0000,0.0000,11,0,9,0,0,0,558075,633123,22800,30147,0,0,0,0,217,1,113,5381,303,117934,0,0,0,82,5042,108,116695,276.64,3861.28,0.00,24,366,22612,26366
1768226756725829,20106,0,51.00,53.00,0.0000,0.0000,11,0,9,0,0,0,559193,665280,22862,32359,0,0,34679,0,222,0,113,5381,303,117934,0,0,0,82,5042,108,116695,276.64,3861.28,0.00,24,366,22612,26366
1768226756736090,20106,0,51.00,53.00,0.0000,0.0000,12,0,9,0,0,0,561547,708450,22987,35197,0,0,45469,0,226,5,124,6019,346,149922,0,0,0,93,5647,129,148258,276.64,3861.28,0.00,24,366,22612,26366
1768226756745973,20106,0,51.00,53.00,0.0000,0.0000,12,0,9,0,0,0,564228,756231,23079,38035,0,0,4466,0,230,15,147,7298,404,195299,0,0,0,115,6857,160,194851,276.64,3861.28,0.00,24,366,22612,26366
1768226756755844,20106,0,51.00,53.00,0.0000,0.0000,13,0,9,0,0,0,565170,771994,23109,38403,0,0,0,0,236,12,165,8287,465,242843,0,0,0,133,7847,192,242947,276.64,3861.28,0.00,24,366,22612,26366
1768226756765859,20106,0,51.00,53.00,0.0000,0.0000,13,0,9,0,0,0,565170,771994,23109,38408,0,0,4294967180,0,243,3,173,8696,481,254703,0,0,0,139,8177,199,252772,276.64,3861.28,0.00,24,366,22612,26366
1768226756776089,20106,0,51.00,53.00,0.0000,0.0000,12,0,9,0,0,0,566088,788613,23139,39996,0,0,45214,0,248,16,173,8696,481,254703,0,0,0,139,8177,199,252772,276.64,3861.28,0.00,24,366,22612,26366
