timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul,log_rsrp,log_ph,log_pcmax,est_rsrq,est_sinr_dl
1768227246019083,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29051875,166503315,433677,9834600,0,0,0,0,584,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246029142,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29051998,166503431,433682,9834605,0,0,0,0,591,5,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246039235,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29051998,166503431,433682,9834605,0,0,0,0,598,0,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246049090,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052121,166503547,433687,9834610,0,0,0,0,604,15,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246059065,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052244,166503663,433692,9834615,0,0,0,0,611,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246069049,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052244,166503663,433692,9834615,0,0,0,0,618,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,260.56,10941.76,0.0,23,1086,312,8281,-44,0,0,-34.0,25.0
1768227246079343,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052367,166503779,433697,9834620,0,0,0,0,624,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246089089,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052490,166503895,433702,9834625,0,0,0,0,631,5,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246099042,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052490,166503895,433702,9834625,0,0,0,0,638,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246109063,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052613,166504011,433707,9834630,0,0,0,0,644,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246119050,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052736,166504127,433712,9834635,0,0,0,0,651,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246129019,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052736,166504127,433712,9834635,0,0,0,0,657,19,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246139108,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052859,166504243,433717,9834640,0,0,0,0,664,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246149060,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052982,166504359,433722,9834645,0,0,0,0,671,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246159114,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29052982,166504359,433722,9834645,0,0,0,0,678,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246169095,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053105,166504475,433727,9834650,0,0,0,0,684,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246179126,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053228,166504591,433732,9834655,0,0,0,0,690,17,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246189122,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053228,166504591,433732,9834655,0,0,0,0,697,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246199106,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053351,166504707,433737,9834660,0,0,0,0,703,17,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246209118,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053474,166504707,433742,9834665,0,0,4294967180,0,709,5,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246219098,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053474,166504823,433742,9834665,0,0,0,0,715,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246229126,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053597,166504939,433747,9834670,0,0,0,0,721,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246239080,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053597,166504939,433747,9834670,0,0,0,0,728,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246249086,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053720,166505055,433752,9834675,0,0,0,0,734,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246259101,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053843,166505171,433757,9834680,0,0,0,0,741,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246269110,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053843,166505171,433757,9834680,0,0,0,0,747,9,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246279088,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29053966,166505287,433762,9834685,0,0,0,0,754,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246289098,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054089,166505403,433767,9834690,0,0,0,0,760,7,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246299336,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054089,166505403,433767,9834690,0,0,0,0,766,19,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246309165,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054212,166505519,433772,9834695,0,0,0,0,772,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246319156,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054335,166505519,433777,9834700,0,0,4294967180,0,779,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246329186,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054335,166505635,433777,9834700,0,0,0,0,785,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246339038,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054458,166505751,433782,9834705,0,0,0,0,792,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246349047,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054581,166505751,433787,9834710,0,0,4294967180,0,799,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246359292,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054581,166505867,433787,9834710,0,0,0,0,806,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246369121,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054704,166505983,433792,9834715,0,0,0,0,811,19,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246379104,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054704,166505983,433792,9834715,0,0,0,0,818,0,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246389078,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054827,166506099,433797,9834720,0,0,0,0,824,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246399050,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054950,166506215,433802,9834725,0,0,0,0,831,9,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246409107,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29054950,166506215,433802,9834725,0,0,0,0,837,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246419079,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055073,166506331,433807,9834730,0,0,0,0,844,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246429124,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055196,166506447,433812,9834735,0,0,0,0,850,2,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246439199,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055196,166506447,433812,9834735,0,0,0,0,856,6,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246449113,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055319,166506563,433817,9834740,0,0,0,0,862,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246459166,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055442,166506563,433822,9834745,0,0,4294967180,0,869,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246469142,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055442,166506679,433822,9834745,0,0,0,0,875,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246479120,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055565,166506795,433827,9834750,0,0,0,0,881,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246489092,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055565,166506795,433827,9834750,0,0,0,0,888,3,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246499082,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055688,166506911,433832,9834755,0,0,0,0,894,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246509145,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055811,166507027,433837,9834760,0,0,0,0,900,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246519144,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055811,166507027,433837,9834760,0,0,0,0,906,7,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246529107,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29055934,166507143,433842,9834765,0,0,0,0,912,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246539044,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056057,166507143,433847,9834765,0,0,0,0,919,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246549049,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056057,166507259,433847,9834770,0,0,0,0,925,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246559058,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056180,166507375,433852,9834775,0,0,0,0,931,19,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246569089,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056180,166507375,433852,9834775,0,0,0,0,937,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246579293,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056303,166507491,433857,9834780,0,0,0,0,943,8,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246589155,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,123,0,29056426,166507491,433862,9834780,5,0,0,0,949,0,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246599073,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056426,166507607,433862,9834785,0,0,0,0,955,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246609095,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056549,166507723,433867,9834790,0,0,0,0,961,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246619068,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056549,166507723,433867,9834790,0,0,0,0,968,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246629079,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056672,166507839,433872,9834795,0,0,0,0,974,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246639171,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056795,166507955,433877,9834800,0,0,0,0,981,9,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246649044,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056795,166507955,433877,9834800,0,0,0,0,988,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246659035,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29056918,166508071,433882,9834805,0,0,0,0,994,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246669071,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057041,166508187,433887,9834810,0,0,0,0,1001,5,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246679036,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057041,166508187,433887,9834810,0,0,0,0,1008,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246689030,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057164,166508303,433892,9834815,0,0,0,0,1014,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246699092,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057287,166508419,433897,9834820,0,0,0,0,1021,7,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246709101,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057287,166508419,433897,9834820,0,0,0,0,3,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246719058,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057410,166508535,433902,9834825,0,0,0,0,9,19,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246729058,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057533,166508651,433907,9834830,0,0,0,0,16,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246739027,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057533,166508651,433907,9834830,0,0,0,0,23,7,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246749075,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057656,166508767,433912,9834835,0,0,0,0,30,0,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246759068,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057779,166508883,433917,9834840,0,0,0,0,36,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246769055,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057779,166508883,433917,9834840,0,0,0,0,43,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246779086,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29057902,166508999,433922,9834845,0,0,0,0,49,12,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246789066,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058025,166509115,433927,9834850,0,0,0,0,56,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246799083,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058025,166509115,433927,9834850,0,0,0,0,62,17,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246809166,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058148,166509231,433932,9834855,0,0,0,0,69,4,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246819114,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058271,166509231,433937,9834860,0,0,4294967180,0,75,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246829055,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058271,166509347,433937,9834860,0,0,0,0,82,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246839046,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058394,166509463,433942,9834865,0,0,0,0,89,3,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246849050,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058517,166509463,433947,9834870,0,0,4294967180,0,95,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246859243,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058517,166509579,433947,9834870,0,0,0,0,102,3,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246869075,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058640,166509695,433952,9834875,0,0,0,0,109,1,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,30,30,-44,0,0,-34.0,25.0
1768227246879097,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058763,166509695,433957,9834880,0,0,4294967180,0,115,6,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246889034,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058763,166509811,433957,9834880,0,0,0,0,121,9,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246899023,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058886,166509927,433962,9834885,0,0,0,0,127,11,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246909143,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29058886,166509927,433962,9834885,0,0,0,0,133,14,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246919100,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29059009,166510043,433967,9834890,0,0,0,0,139,16,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246929146,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29059132,166510043,433972,9834895,0,0,4294967180,0,145,13,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246939070,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29059132,166510735,433972,9835541,0,0,4466,0,151,10,65353,3593801,209170,160931597,0,0,0,61755,3397688,107140,160103090,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246949118,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,145,0,29061326,166553174,434067,9838067,6,0,29285,0,155,13,65356,3593975,209178,160937005,0,0,0,61758,3397853,107143,160107599,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246959175,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,123,0,29063171,166596344,434142,9840587,5,0,29813,0,159,13,65377,3595193,209233,160977324,0,0,0,61779,3399008,107171,160149683,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246969111,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,29064713,166633064,434205,9842589,0,0,8804,0,163,1,65393,3596066,209287,161019756,0,0,0,61794,3399833,107199,160191767,0.0,0.0,0.0,0,0,35,35,-44,0,0,-34.0,25.0
1768227246979205,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,29065483,166649015,434236,9843117,0,0,4294967272,0,167,12,65406,3596765,209334,161056821,0,0,0,61808,3400603,107224,160229342,246.4,10253.52,0.0,22,1008,263,8232,-44,0,0,-34.0,25.0
1768227246989103,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,29065483,166649039,434236,9843117,0,0,0,0,172,14,65413,3597116,209351,161068379,0,0,0,61812,3400823,107231,160239167,246.4,10253.52,0.0,22,1008,263,8232,-44,0,0,-34.0,25.0
