timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul,log_rsrp,log_ph,log_pcmax,log_sync,log_harq_dl,log_harq_ul,log_dlsch_err,log_ulsch_err,est_rsrq,est_sinr_dl
1768227356525444,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29946864,170808168,471345,10079236,0,0,0,0,357,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356535228,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29946864,170808192,471345,10079252,0,0,4294967295,0,360,12,66933,3680331,213917,164492135,0,0,0,63236,3479458,109527,163642750,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356545603,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29947233,170808294,471360,10079272,0,0,4294967248,0,364,1,66933,3680331,213919,164492173,0,0,0,63236,3479458,109527,163642750,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356555258,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29948109,170825122,471401,10080868,0,0,18321,0,367,4,66935,3680394,213923,164492224,0,0,0,63237,3479515,109528,163642805,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356565255,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29949774,170856703,471469,10082646,0,0,20481,0,370,2,66950,3681211,213955,164514294,0,0,0,63254,3480450,109546,163668411,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356575497,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29951149,170883691,471525,10084330,0,0,29558,0,372,15,66964,3681968,213995,164545466,58,0,0,63267,3481165,109567,163699974,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356585363,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,123,0,29953082,170920666,471604,10086219,5,0,4294966042,0,376,3,66976,3682664,214031,164572569,0,0,0,63278,3481770,109585,163727028,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356595204,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,29953574,170925877,471624,10086229,0,0,0,0,380,3,66997,3683772,214075,164607091,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356605564,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,29953707,170925877,471629,10086229,0,0,0,0,384,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356615175,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,29953707,170925877,471629,10086229,0,0,0,0,387,17,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,0,0,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356625199,20106,0,51.0,53.0,0.0,0.0,11,0,9,0,0,0,29953707,170925993,471629,10086234,0,0,0,0,392,2,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356635173,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,29953830,170925993,471634,10086234,0,0,0,0,396,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356645177,20106,0,51.0,53.0,0.0,0.0,10,0,9,0,0,0,29953830,170926109,471634,10086239,0,0,0,0,401,6,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356655149,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29953953,170926109,471639,10086239,0,0,0,0,406,0,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356665160,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29953953,170926225,471639,10086244,0,0,0,0,410,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356675145,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954076,170926225,471644,10086244,0,0,0,0,415,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356685382,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954076,170926225,471644,10086249,0,0,4294967180,0,419,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356695419,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954199,170926341,471649,10086249,0,0,0,0,424,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356705141,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954199,170926341,471649,10086249,0,0,0,0,428,18,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356715202,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954322,170926457,471654,10086254,0,0,0,0,433,9,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,5349.68,217250.08,0.0,478,21567,33914,191994,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356725394,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954322,170926457,471654,10086254,0,0,0,0,438,0,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356735145,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954322,170926573,471654,10086259,0,0,0,0,442,6,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356745175,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954445,170926573,471659,10086259,0,0,0,0,447,1,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356755216,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954445,170926689,471659,10086264,0,0,0,0,451,13,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356765225,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954568,170926689,471664,10086264,0,0,0,0,456,1,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356775738,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954568,170926805,471664,10086269,0,0,0,0,460,10,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356785184,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954691,170926805,471669,10086269,0,0,0,0,464,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356795151,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954691,170926805,471669,10086274,0,0,4294967180,0,469,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356805125,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954814,170926921,471674,10086274,0,0,0,0,474,0,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356815287,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954814,170926921,471674,10086274,0,0,0,0,478,12,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,20,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356825096,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954937,170927037,471679,10086279,0,0,0,0,483,6,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356835177,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954937,170927037,471679,10086279,0,0,0,0,487,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356845096,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29954937,170927153,471679,10086284,0,0,0,0,492,7,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356855303,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955060,170927153,471684,10086284,0,0,0,0,497,0,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356865138,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955060,170927269,471684,10086289,0,0,0,0,501,12,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356875084,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955183,170927269,471689,10086289,0,0,0,0,506,7,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356885061,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955183,170927385,471689,10086294,0,0,0,0,511,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356895057,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955306,170927385,471694,10086294,0,0,0,0,516,15,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356905069,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955306,170927501,471694,10086299,0,0,0,0,521,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356915152,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955429,170927501,471699,10086299,0,0,0,0,526,19,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,20,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356925063,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955429,170927617,471699,10086304,0,0,0,0,532,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356935086,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955552,170927617,471704,10086304,0,0,0,0,537,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356945061,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955552,170927733,471704,10086309,0,0,0,0,542,10,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356955092,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955675,170927733,471709,10086309,0,0,0,0,547,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356965094,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955798,170927849,471714,10086314,0,0,0,0,553,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356975058,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955798,170927849,471714,10086314,0,0,0,0,558,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356985057,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955921,170927965,471719,10086319,0,0,0,0,563,17,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227356995125,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29955921,170927965,471719,10086324,0,0,4294967180,0,569,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357005089,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956044,170928081,471724,10086324,0,0,0,0,574,9,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357015127,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956044,170928081,471724,10086329,0,0,4294967180,0,579,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357025082,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956167,170928197,471729,10086329,0,0,0,0,585,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357035058,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956167,170928313,471729,10086334,0,0,0,0,590,5,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357045051,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956290,170928313,471734,10086334,0,0,0,0,595,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357055113,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956290,170928429,471734,10086339,0,0,0,0,601,5,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357065093,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956413,170928429,471739,10086339,0,0,0,0,606,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357075056,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956413,170928545,471739,10086344,0,0,0,0,612,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357085151,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956536,170928545,471744,10086344,0,0,0,0,617,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357095057,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956659,170928661,471749,10086349,0,0,0,0,623,9,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357105051,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956659,170928661,471749,10086349,0,0,0,0,629,1,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357115094,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956782,170928777,471754,10086354,0,0,0,0,634,7,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357125054,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956782,170928777,471754,10086359,0,0,4294967180,0,639,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,2,0,0,-34.0,25.0
1768227357135208,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956905,170928893,471759,10086359,0,0,0,0,645,2,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357145121,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29956905,170929009,471759,10086364,0,0,0,0,650,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357155078,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957028,170929009,471764,10086364,0,0,0,0,655,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357165154,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957028,170929125,471764,10086369,0,0,0,0,660,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357175112,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957151,170929125,471769,10086369,0,0,0,0,666,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357185107,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957151,170929241,471769,10086374,0,0,0,0,671,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357195076,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957274,170929241,471774,10086374,0,0,0,0,676,16,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357205068,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957274,170929357,471774,10086379,0,0,0,0,682,6,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357215078,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957397,170929357,471779,10086379,0,0,0,0,687,17,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357225110,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957520,170929473,471784,10086384,0,0,0,0,693,6,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357235091,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957520,170929473,471784,10086384,0,0,0,0,698,15,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357245093,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957643,170929589,471789,10086389,0,0,0,0,704,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357255098,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957643,170929589,471789,10086394,0,0,4294967180,0,709,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357265080,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957766,170929705,471794,10086394,0,0,0,0,714,14,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357275068,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957766,170929821,471794,10086399,0,0,0,0,720,5,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357285051,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957889,170929821,471799,10086399,0,0,0,0,725,19,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357295057,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29957889,170929937,471799,10086404,0,0,0,0,731,12,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357305079,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958012,170929937,471804,10086404,0,0,0,0,737,8,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357315113,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958135,170930053,471809,10086409,0,0,0,0,743,7,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,25,30,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357325053,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958135,170930053,471809,10086414,0,0,4294967180,0,749,2,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357335079,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958258,170930169,471814,10086414,0,0,0,0,754,15,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357345065,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958258,170930285,471814,10086419,0,0,0,0,760,11,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357355106,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958381,170930285,471819,10086419,0,0,0,0,766,1,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357365090,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958381,170930401,471819,10086424,0,0,0,0,771,3,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357375097,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958504,170930401,471824,10086424,0,0,0,0,776,10,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357385055,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958504,170930517,471824,10086429,0,0,0,0,782,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357395088,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958627,170930517,471829,10086429,0,0,0,0,787,19,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357405149,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958750,170930633,471834,10086434,0,0,0,0,793,12,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
1768227357415135,20106,0,51.0,53.0,0.0,0.0,9,0,9,0,0,0,29958750,170930633,471834,10086439,0,0,4294967180,0,799,4,66997,3683772,214076,164607094,0,0,0,63295,3482705,109605,163757088,0.0,0.0,0.0,0,0,30,25,-44,0,0,in-sync,1,1,0,0,-34.0,25.0
