timestamp,rnti,cqi,pusch_snr,pucch_snr,dl_bler,ul_bler,dl_mcs1,dl_mcs2,ul_mcs1,ul_mcs2,dl_tbs,ul_tbs,dl_aggr_tbs,ul_aggr_tbs,dl_prb,ul_prb,dl_sched_rb,ul_sched_rb,bsr,phr,frame,slot,rlc_tx_pkts,rlc_tx_bytes,rlc_rx_pkts,rlc_rx_bytes,rlc_txbuf,rlc_rxbuf,rlc_retx,pdcp_tx_pkts,pdcp_tx_bytes,pdcp_rx_pkts,pdcp_rx_bytes,dl_thp_kbps,ul_thp_kbps,rlc_sdu_delay_us,pdcp_vol_dl_kb,pdcp_vol_ul_kb,prb_tot_dl,prb_tot_ul
1768232258395933,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0
1768232258405887,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258415848,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258425848,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258436142,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258445923,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258455997,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258465911,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258475813,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
1768232258485781,20106,0,51.00,53.00,0.0000,0.0000,9,0,8,0,0,0,93603878,507586182,1542449,29904624,0,0,0,0,529,11,204529,11269984,630742,485574062,0,0,0,193699,10656171,323213,483067303,0.00,0.00,0.00,0,0,0,0
