timestamp,sample_id,ue_id,pdcp_sdu_volume_dl_kb,pdcp_sdu_volume_ul_kb,rlc_sdu_delay_dl_us,ue_throughput_dl_kbps,ue_throughput_ul_kbps,prb_total_dl,prb_total_ul,experiment_phase,latency_us
2026-01-11T23:16:53.718236,2,2,0.0,0.0,0.0,0.0,0.0,0,5,baseline,1768168045546914
2026-01-11T23:17:01.717074,10,2,0.0,0.0,0.0,0.0,0.0,0,5,baseline,1768168053545802
